Age,Tm,Lg,G_reg,W_reg,L_reg,W/L%_reg,W > .500,Finish,G_playoff,W_playoff,L_playoff,W/L%_playoff,Notes,coachName,coach_id,seasonStartYear,coachType
68.0,UTA,NBA,54,31,23,.574,4.0,4,,,,,,Jerry Sloan,32,2010,Head Coach
43.0,VAN,NBA,82,15,67,.183,-26.0,7,,,,,,Brian Winters,33,1995,Head Coach
44.0,VAN,NBA,43,8,35,.186,-13.5,7,,,,,,Brian Winters,33,1996,Head Coach
49.0,GSW,NBA,59,13,46,.220,-16.5,7,,,,,,Brian Winters,33,2001,Head Coach
34.0,NYK,NBA,82,45,37,.549,4.0,3,10,4,6,.400,,Stu Jackson,34,1989,Head Coach
35.0,NYK,NBA,15,7,8,.467,-0.5,3,,,,,,Stu Jackson,34,1990,Head Coach
41.0,VAN,NBA,39,6,33,.154,-13.5,7,,,,,,Stu Jackson,34,1996,Head Coach
42.0,SDC,NBA,82,30,52,.366,-11.0,6,,,,,,Jim Lynam,35,1983,Head Coach
43.0,LAC,NBA,61,22,39,.361,-8.5,5,,,,,,Jim Lynam,35,1984,Head Coach
46.0,PHI,NBA,39,16,23,.410,-3.5,4,,,,,,Jim Lynam,35,1987,Head Coach
47.0,PHI,NBA,82,46,36,.561,5.0,2,3,0,3,.000,,Jim Lynam,35,1988,Head Coach
48.0,PHI,NBA,82,53,29,.646,12.0,1,10,4,6,.400,,Jim Lynam,35,1989,Head Coach
49.0,PHI,NBA,82,44,38,.537,3.0,2,8,4,4,.500,,Jim Lynam,35,1990,Head Coach
50.0,PHI,NBA,82,35,47,.427,-6.0,5,,,,,,Jim Lynam,35,1991,Head Coach
53.0,WSB,NBA,82,21,61,.256,-20.0,7,,,,,,Jim Lynam,35,1994,Head Coach
54.0,WSB,NBA,82,39,43,.476,-2.0,4,,,,,,Jim Lynam,35,1995,Head Coach
55.0,WSB,NBA,46,22,24,.478,-1.0,4,,,,,,Jim Lynam,35,1996,Head Coach
49.0,WSB,NBA,1,0,1,.000,-0.5,4,,,,,,Bob Staak,36,1996,Head Coach
32.0,STL,NBA,47.0,28.0,19.0,0.596,4.5,2.0,4.0,1.0,3.0,0.25,,Richie Guerin,37,1964,Head Coach
33.0,STL,NBA,80.0,36.0,44.0,0.45,-4.0,3.0,10.0,6.0,4.0,0.6,,Richie Guerin,37,1965,Head Coach
34.0,STL,NBA,81.0,39.0,42.0,0.481,-1.5,2.0,9.0,5.0,4.0,0.556,,Richie Guerin,37,1966,Head Coach
35.0,STL,NBA,82.0,56.0,26.0,0.683,15.0,1.0,6.0,2.0,4.0,0.333,,Richie Guerin,37,1967,Head Coach
36.0,ATL,NBA,82.0,48.0,34.0,0.585,7.0,2.0,11.0,5.0,6.0,0.455,,Richie Guerin,37,1968,Head Coach
37.0,ATL,NBA,82.0,48.0,34.0,0.585,7.0,1.0,9.0,4.0,5.0,0.444,,Richie Guerin,37,1969,Head Coach
38.0,ATL,NBA,82.0,36.0,46.0,0.439,-5.0,2.0,5.0,1.0,4.0,0.2,,Richie Guerin,37,1970,Head Coach
39.0,ATL,NBA,82.0,36.0,46.0,0.439,-5.0,2.0,6.0,2.0,4.0,0.333,,Richie Guerin,37,1971,Head Coach
48.0,BOS,NBA,48,24,24,.500,0.0,5,,,,,,Jim O'Brien,38,2000,Head Coach
49.0,BOS,NBA,82,49,33,.598,8.0,2,16,9,7,.563,,Jim O'Brien,38,2001,Head Coach
50.0,BOS,NBA,82,44,38,.537,3.0,3,10,4,6,.400,,Jim O'Brien,38,2002,Head Coach
51.0,BOS,NBA,46,22,24,.478,-1.0,4,,,,,,Jim O'Brien,38,2003,Head Coach
52.0,PHI,NBA,82,43,39,.524,2.0,2,5,1,4,.200,,Jim O'Brien,38,2004,Head Coach
55.0,IND,NBA,82,36,46,.439,-5.0,3,,,,,,Jim O'Brien,38,2007,Head Coach
56.0,IND,NBA,82,36,46,.439,-5.0,4,,,,,,Jim O'Brien,38,2008,Head Coach
57.0,IND,NBA,82,32,50,.390,-9.0,4,,,,,,Jim O'Brien,38,2009,Head Coach
58.0,IND,NBA,44,17,27,.386,-5.0,2,,,,,,Jim O'Brien,38,2010,Head Coach
40.0,MIA,NBA,36,15,21,.417,-3.0,4,,,,,,Alvin Gentry,39,1994,Head Coach
43.0,DET,NBA,37,16,21,.432,-2.5,6,,,,,,Alvin Gentry,39,1997,Head Coach
44.0,DET,NBA,50,29,21,.580,4.0,3,5,2,3,.400,,Alvin Gentry,39,1998,Head Coach
45.0,DET,NBA,58,28,30,.483,-1.0,4,,,,,,Alvin Gentry,39,1999,Head Coach
46.0,LAC,NBA,82,31,51,.378,-10.0,6,,,,,,Alvin Gentry,39,2000,Head Coach
47.0,LAC,NBA,82,39,43,.476,-2.0,5,,,,,,Alvin Gentry,39,2001,Head Coach
48.0,LAC,NBA,58,19,39,.328,-10.0,7,,,,,,Alvin Gentry,39,2002,Head Coach
54.0,PHO,NBA,31,18,13,.581,2.5,2,,,,,,Alvin Gentry,39,2008,Head Coach
55.0,PHO,NBA,82,54,28,.659,13.0,2,16,10,6,.625,,Alvin Gentry,39,2009,Head Coach
56.0,PHO,NBA,82,40,42,.488,-1.0,2,,,,,,Alvin Gentry,39,2010,Head Coach
57.0,PHO,NBA,66,33,33,.500,0.0,3,,,,,,Alvin Gentry,39,2011,Head Coach
58.0,PHO,NBA,41,13,28,.317,-7.5,5,,,,,,Alvin Gentry,39,2012,Head Coach
61.0,NOP,NBA,82,30,52,.366,-11.0,5,,,,,,Alvin Gentry,39,2015,Head Coach
62.0,NOP,NBA,82,34,48,.415,-7.0,4,,,,,,Alvin Gentry,39,2016,Head Coach
63.0,NOP,NBA,82,48,34,.585,7.0,2,9,5,4,.556,,Alvin Gentry,39,2017,Head Coach
64.0,NOP,NBA,82,33,49,.402,-8.0,4,,,,,,Alvin Gentry,39,2018,Head Coach
65.0,NOP,NBA,72,30,42,.417,-6.0,5,,,,,,Alvin Gentry,39,2019,Head Coach
67.0,SAC,NBA,45,16,29,.356,-6.5,5,,,,,,Alvin Gentry,39,2021,Head Coach
35.0,NYK,NBA,82,38,44,.463,-3.0,3,4,1,3,.250,,Rick Pitino,40,1987,Head Coach
36.0,NYK,NBA,82,52,30,.634,11.0,1,9,5,4,.556,,Rick Pitino,40,1988,Head Coach
45.0,BOS,NBA,82,36,46,.439,-5.0,6,,,,,,Rick Pitino,40,1997,Head Coach
46.0,BOS,NBA,50,19,31,.380,-6.0,5,,,,,,Rick Pitino,40,1998,Head Coach
47.0,BOS,NBA,82,35,47,.427,-6.0,5,,,,,,Rick Pitino,40,1999,Head Coach
48.0,BOS,NBA,34,12,22,.353,-5.0,5,,,,,,Rick Pitino,40,2000,Head Coach
36.0,MIL,NBA,64,27,37,.422,-5.0,6,,,,,,Don Nelson,41,1976,Head Coach
37.0,MIL,NBA,82,44,38,.537,3.0,2,9,5,4,.556,,Don Nelson,41,1977,Head Coach
38.0,MIL,NBA,82,38,44,.463,-3.0,3,,,,,,Don Nelson,41,1978,Head Coach
39.0,MIL,NBA,82,49,33,.598,8.0,1,7,3,4,.429,,Don Nelson,41,1979,Head Coach
40.0,MIL,NBA,82,60,22,.732,19.0,1,7,3,4,.429,,Don Nelson,41,1980,Head Coach
41.0,MIL,NBA,82,55,27,.671,14.0,1,6,2,4,.333,,Don Nelson,41,1981,Head Coach
42.0,MIL,NBA,82,51,31,.622,10.0,1,9,5,4,.556,,Don Nelson,41,1982,Head Coach
43.0,MIL,NBA,82,50,32,.610,9.0,1,16,8,8,.500,,Don Nelson,41,1983,Head Coach
44.0,MIL,NBA,82,59,23,.720,18.0,1,8,3,5,.375,,Don Nelson,41,1984,Head Coach
45.0,MIL,NBA,82,57,25,.695,16.0,1,14,7,7,.500,,Don Nelson,41,1985,Head Coach
46.0,MIL,NBA,82,50,32,.610,9.0,3,12,6,6,.500,,Don Nelson,41,1986,Head Coach
48.0,GSW,NBA,82,43,39,.524,2.0,4,8,4,4,.500,,Don Nelson,41,1988,Head Coach
49.0,GSW,NBA,82,37,45,.451,-4.0,5,,,,,,Don Nelson,41,1989,Head Coach
50.0,GSW,NBA,82,44,38,.537,3.0,4,9,4,5,.444,,Don Nelson,41,1990,Head Coach
51.0,GSW,NBA,82,55,27,.671,14.0,2,4,1,3,.250,,Don Nelson,41,1991,Head Coach
52.0,GSW,NBA,82,34,48,.415,-7.0,6,,,,,,Don Nelson,41,1992,Head Coach
53.0,GSW,NBA,82,50,32,.610,9.0,3,3,0,3,.000,,Don Nelson,41,1993,Head Coach
54.0,GSW,NBA,45,14,31,.311,-8.5,6,,,,,,Don Nelson,41,1994,Head Coach
55.0,NYK,NBA,59,34,25,.576,4.5,2,,,,,,Don Nelson,41,1995,Head Coach
57.0,DAL,NBA,66,16,50,.242,-17.0,5,,,,,,Don Nelson,41,1997,Head Coach
58.0,DAL,NBA,50,19,31,.380,-6.0,5,,,,,,Don Nelson,41,1998,Head Coach
59.0,DAL,NBA,82,40,42,.488,-1.0,4,,,,,,Don Nelson,41,1999,Head Coach
60.0,DAL,NBA,82,53,29,.646,12.0,3,10,4,6,.400,,Don Nelson,41,2000,Head Coach
61.0,DAL,NBA,82,57,25,.695,16.0,2,8,4,4,.500,,Don Nelson,41,2001,Head Coach
62.0,DAL,NBA,82,60,22,.732,19.0,2,20,10,10,.500,,Don Nelson,41,2002,Head Coach
63.0,DAL,NBA,82,52,30,.634,11.0,3,5,1,4,.200,,Don Nelson,41,2003,Head Coach
64.0,DAL,NBA,64,42,22,.656,10.0,2,,,,,,Don Nelson,41,2004,Head Coach
66.0,GSW,NBA,82,42,40,.512,1.0,3,11,5,6,.455,,Don Nelson,41,2006,Head Coach
67.0,GSW,NBA,82,48,34,.585,7.0,3,,,,,,Don Nelson,41,2007,Head Coach
68.0,GSW,NBA,82,29,53,.354,-12.0,3,,,,,,Don Nelson,41,2008,Head Coach
69.0,GSW,NBA,82,26,56,.317,-15.0,4,,,,,,Don Nelson,41,2009,Head Coach
40.0,DEN,NBA,82,11,71,.134,-30.0,7,,,,,,Bill Hanzlik,42,1997,Head Coach
41.0,IND,NBA,82.0,58.0,24.0,0.707,17.0,2.0,16.0,10.0,6.0,0.625,,Larry Bird,43,1997,Head Coach
42.0,IND,NBA,50.0,33.0,17.0,0.66,8.0,1.0,13.0,9.0,4.0,0.692,,Larry Bird,43,1998,Head Coach
43.0,IND,NBA,82.0,56.0,26.0,0.683,15.0,1.0,23.0,13.0,10.0,0.565,EC Champions,Larry Bird,43,1999,Head Coach
51.0,CLE,NBA,41,9,32,.220,-11.5,6,,,,,,Chuck Daly,44,1981,Head Coach
53.0,DET,NBA,82,49,33,.598,8.0,2,5,2,3,.400,,Chuck Daly,44,1983,Head Coach
54.0,DET,NBA,82,46,36,.561,5.0,2,9,5,4,.556,,Chuck Daly,44,1984,Head Coach
55.0,DET,NBA,82,46,36,.561,5.0,3,4,1,3,.250,,Chuck Daly,44,1985,Head Coach
56.0,DET,NBA,82,52,30,.634,11.0,2,15,10,5,.667,,Chuck Daly,44,1986,Head Coach
57.0,DET,NBA,82,54,28,.659,13.0,1,23,14,9,.609,EC Champions,Chuck Daly,44,1987,Head Coach
58.0,DET,NBA,82,63,19,.768,22.0,1,17,15,2,.882,NBA Champions,Chuck Daly,44,1988,Head Coach
59.0,DET,NBA,82,59,23,.720,18.0,1,20,15,5,.750,NBA Champions,Chuck Daly,44,1989,Head Coach
60.0,DET,NBA,82,50,32,.610,9.0,2,15,7,8,.467,,Chuck Daly,44,1990,Head Coach
61.0,DET,NBA,82,48,34,.585,7.0,3,5,2,3,.400,,Chuck Daly,44,1991,Head Coach
62.0,NJN,NBA,82,43,39,.524,2.0,3,5,2,3,.400,,Chuck Daly,44,1992,Head Coach
63.0,NJN,NBA,82,45,37,.549,4.0,3,4,1,3,.250,,Chuck Daly,44,1993,Head Coach
67.0,ORL,NBA,82,41,41,.500,0.0,5,,,,,,Chuck Daly,44,1997,Head Coach
68.0,ORL,NBA,50,33,17,.660,8.0,2,4,1,3,.250,,Chuck Daly,44,1998,Head Coach
36.0,LAL,NBA,82,58,24,.707,17.0,2,19,12,7,.632,WC Champions,Mike Dunleavy,45,1990,Head Coach
37.0,LAL,NBA,82,43,39,.524,2.0,6,4,1,3,.250,,Mike Dunleavy,45,1991,Head Coach
38.0,MIL,NBA,82,28,54,.341,-13.0,7,,,,,,Mike Dunleavy,45,1992,Head Coach
39.0,MIL,NBA,82,20,62,.244,-21.0,6,,,,,,Mike Dunleavy,45,1993,Head Coach
40.0,MIL,NBA,82,34,48,.415,-7.0,6,,,,,,Mike Dunleavy,45,1994,Head Coach
41.0,MIL,NBA,82,25,57,.305,-16.0,7,,,,,,Mike Dunleavy,45,1995,Head Coach
43.0,POR,NBA,82,46,36,.561,5.0,4,4,1,3,.250,,Mike Dunleavy,45,1997,Head Coach
44.0,POR,NBA,50,35,15,.700,10.0,1,13,7,6,.538,,Mike Dunleavy,45,1998,Head Coach
45.0,POR,NBA,82,59,23,.720,18.0,2,16,10,6,.625,,Mike Dunleavy,45,1999,Head Coach
46.0,POR,NBA,82,50,32,.610,9.0,4,3,0,3,.000,,Mike Dunleavy,45,2000,Head Coach
49.0,LAC,NBA,82,28,54,.341,-13.0,7,,,,,,Mike Dunleavy,45,2003,Head Coach
50.0,LAC,NBA,82,37,45,.451,-4.0,3,,,,,,Mike Dunleavy,45,2004,Head Coach
51.0,LAC,NBA,82,47,35,.573,6.0,2,12,7,5,.583,,Mike Dunleavy,45,2005,Head Coach
52.0,LAC,NBA,82,40,42,.488,-1.0,4,,,,,,Mike Dunleavy,45,2006,Head Coach
53.0,LAC,NBA,82,23,59,.280,-18.0,5,,,,,,Mike Dunleavy,45,2007,Head Coach
54.0,LAC,NBA,82,19,63,.232,-22.0,4,,,,,,Mike Dunleavy,45,2008,Head Coach
55.0,LAC,NBA,49,21,28,.429,-3.5,3,,,,,,Mike Dunleavy,45,2009,Head Coach
39.0,TOR,NBA,33,5,28,.152,-11.5,8,,,,,,Butch Carter,46,1997,Head Coach
40.0,TOR,NBA,50,23,27,.460,-2.0,6,,,,,,Butch Carter,46,1998,Head Coach
41.0,TOR,NBA,82,45,37,.549,4.0,3,3,0,3,.000,,Butch Carter,46,1999,Head Coach
37.0,SDC,NBA,82,36,46,.439,-5.0,5,,,,,,Paul Silas,47,1980,Head Coach
38.0,SDC,NBA,82,17,65,.207,-24.0,6,,,,,,Paul Silas,47,1981,Head Coach
39.0,SDC,NBA,82,25,57,.305,-16.0,6,,,,,,Paul Silas,47,1982,Head Coach
55.0,CHH,NBA,35,22,13,.629,4.5,5,,,,,,Paul Silas,47,1998,Head Coach
56.0,CHH,NBA,82,49,33,.598,8.0,2,4,1,3,.250,,Paul Silas,47,1999,Head Coach
57.0,CHH,NBA,82,46,36,.561,5.0,3,10,6,4,.600,,Paul Silas,47,2000,Head Coach
58.0,CHH,NBA,82,44,38,.537,3.0,2,9,4,5,.444,,Paul Silas,47,2001,Head Coach
59.0,NOH,NBA,82,47,35,.573,6.0,3,6,2,4,.333,,Paul Silas,47,2002,Head Coach
60.0,CLE,NBA,82,35,47,.427,-6.0,5,,,,,,Paul Silas,47,2003,Head Coach
61.0,CLE,NBA,64,34,30,.531,2.0,4,,,,,,Paul Silas,47,2004,Head Coach
67.0,CHA,NBA,54,25,29,.463,-2.0,4,,,,,,Paul Silas,47,2010,Head Coach
68.0,CHA,NBA,66,7,59,.106,-26.0,5,,,,,,Paul Silas,47,2011,Head Coach
44.0,CHI,NBA,50,13,37,.260,-12.0,8,,,,,,Tim Floyd,48,1998,Head Coach
45.0,CHI,NBA,82,17,65,.207,-24.0,8,,,,,,Tim Floyd,48,1999,Head Coach
46.0,CHI,NBA,82,15,67,.183,-26.0,8,,,,,,Tim Floyd,48,2000,Head Coach
47.0,CHI,NBA,25,4,21,.160,-8.5,8,,,,,,Tim Floyd,48,2001,Head Coach
49.0,NOH,NBA,82,41,41,.500,0.0,3,7,3,4,.429,,Tim Floyd,48,2003,Head Coach
47.0,DEN,NBA,50,14,36,.280,-11.0,6,,,,,,Mike D'Antoni,49,1998,Head Coach
52.0,PHO,NBA,61,21,40,.344,-9.5,6,,,,,,Mike D'Antoni,49,2003,Head Coach
53.0,PHO,NBA,82,62,20,.756,21.0,1,15,9,6,.600,,Mike D'Antoni,49,2004,Head Coach
54.0,PHO,NBA,82,54,28,.659,13.0,1,20,10,10,.500,,Mike D'Antoni,49,2005,Head Coach
55.0,PHO,NBA,82,61,21,.744,20.0,1,11,6,5,.545,,Mike D'Antoni,49,2006,Head Coach
56.0,PHO,NBA,82,55,27,.671,14.0,2,5,1,4,.200,,Mike D'Antoni,49,2007,Head Coach
57.0,NYK,NBA,82,32,50,.390,-9.0,5,,,,,,Mike D'Antoni,49,2008,Head Coach
58.0,NYK,NBA,82,29,53,.354,-12.0,3,,,,,,Mike D'Antoni,49,2009,Head Coach
59.0,NYK,NBA,82,42,40,.512,1.0,2,4,0,4,.000,,Mike D'Antoni,49,2010,Head Coach
60.0,NYK,NBA,42,18,24,.429,-3.0,2,,,,,,Mike D'Antoni,49,2011,Head Coach
61.0,LAL,NBA,72,40,32,.556,4.0,3,4,0,4,.000,,Mike D'Antoni,49,2012,Head Coach
62.0,LAL,NBA,82,27,55,.329,-14.0,5,,,,,,Mike D'Antoni,49,2013,Head Coach
65.0,HOU,NBA,82,55,27,.671,14.0,2,11,6,5,.545,,Mike D'Antoni,49,2016,Head Coach
66.0,HOU,NBA,82,65,17,.793,24.0,1,17,11,6,.647,,Mike D'Antoni,49,2017,Head Coach
67.0,HOU,NBA,82,53,29,.646,12.0,1,11,6,5,.545,,Mike D'Antoni,49,2018,Head Coach
68.0,HOU,NBA,72,44,28,.611,8.0,1,12,5,7,.417,,Mike D'Antoni,49,2019,Head Coach
66.0,LAL,NBA,2,1,1,.500,0.0,5,,,,,,Bill Bertka,50,1993,Head Coach
71.0,LAL,NBA,1,1,0,1.000,0.5,2,,,,,,Bill Bertka,50,1998,Head Coach
40.0,LAL,NBA,37,24,13,.649,5.5,2,8,3,5,.375,,Kurt Rambis,51,1998,Head Coach
51.0,MIN,NBA,82,15,67,.183,-26.0,5,,,,,,Kurt Rambis,51,2009,Head Coach
52.0,MIN,NBA,82,17,65,.207,-24.0,5,,,,,,Kurt Rambis,51,2010,Head Coach
57.0,NYK,NBA,28,9,19,.321,-5.0,3,,,,,,Kurt Rambis,51,2015,Head Coach
51.0,LAC,NBA,44,11,33,.250,-11.0,7,,,,,,Don Casey,52,1988,Head Coach
52.0,LAC,NBA,82,30,52,.366,-11.0,6,,,,,,Don Casey,52,1989,Head Coach
61.0,NJN,NBA,30,13,17,.433,-2.0,7,,,,,,Don Casey,52,1998,Head Coach
62.0,NJN,NBA,82,31,51,.378,-10.0,6,,,,,,Don Casey,52,1999,Head Coach
42.0,PHO,NBA,82,62,20,.756,21.0,1,24,13,11,.542,WC Champions,Paul Westphal,53,1992,Head Coach
43.0,PHO,NBA,82,56,26,.683,15.0,2,10,6,4,.600,,Paul Westphal,53,1993,Head Coach
44.0,PHO,NBA,82,59,23,.720,18.0,1,10,6,4,.600,,Paul Westphal,53,1994,Head Coach
45.0,PHO,NBA,33,14,19,.424,-2.5,4,,,,,,Paul Westphal,53,1995,Head Coach
48.0,SEA,NBA,50,25,25,.500,0.0,5,,,,,,Paul Westphal,53,1998,Head Coach
49.0,SEA,NBA,82,45,37,.549,4.0,4,5,2,3,.400,,Paul Westphal,53,1999,Head Coach
50.0,SEA,NBA,15,6,9,.400,-1.5,5,,,,,,Paul Westphal,53,2000,Head Coach
59.0,SAC,NBA,82,25,57,.305,-16.0,5,,,,,,Paul Westphal,53,2009,Head Coach
60.0,SAC,NBA,82,24,58,.293,-17.0,5,,,,,,Paul Westphal,53,2010,Head Coach
61.0,SAC,NBA,7,2,5,.286,-1.5,5,,,,,,Paul Westphal,53,2011,Head Coach
56.0,WAS,NBA,18,5,13,.278,-4.0,6,,,,,,Jim Brovelli,54,1998,Head Coach
40.0,CLE,NBA,82,32,50,.390,-9.0,6,,,,,,Randy Wittman,55,1999,Head Coach
41.0,CLE,NBA,82,30,52,.366,-11.0,6,,,,,,Randy Wittman,55,2000,Head Coach
47.0,MIN,NBA,42,12,30,.286,-9.0,4,,,,,,Randy Wittman,55,2006,Head Coach
48.0,MIN,NBA,82,22,60,.268,-19.0,4,,,,,,Randy Wittman,55,2007,Head Coach
49.0,MIN,NBA,19,4,15,.211,-5.5,4,,,,,,Randy Wittman,55,2008,Head Coach
52.0,WAS,NBA,49,18,31,.367,-6.5,4,,,,,,Randy Wittman,55,2011,Head Coach
53.0,WAS,NBA,82,29,53,.354,-12.0,3,,,,,,Randy Wittman,55,2012,Head Coach
54.0,WAS,NBA,82,44,38,.537,3.0,2,11,6,5,.545,,Randy Wittman,55,2013,Head Coach
55.0,WAS,NBA,82,46,36,.561,5.0,2,10,6,4,.600,,Randy Wittman,55,2014,Head Coach
56.0,WAS,NBA,82,41,41,.500,0.0,4,,,,,,Randy Wittman,55,2015,Head Coach
44.0,DEN,NBA,82.0,36.0,46.0,0.439,-5.0,4.0,,,,,,Dan Issel,56,1992,Head Coach
45.0,DEN,NBA,82.0,42.0,40.0,0.512,1.0,4.0,12.0,6.0,6.0,0.5,,Dan Issel,56,1993,Head Coach
46.0,DEN,NBA,34.0,18.0,16.0,0.529,1.0,4.0,,,,,,Dan Issel,56,1994,Head Coach
51.0,DEN,NBA,82.0,35.0,47.0,0.427,-6.0,5.0,,,,,,Dan Issel,56,1999,Head Coach
52.0,DEN,NBA,82.0,40.0,42.0,0.488,-1.0,6.0,,,,,,Dan Issel,56,2000,Head Coach
53.0,DEN,NBA,26.0,9.0,17.0,0.346,-4.0,6.0,,,,,,Dan Issel,56,2001,Head Coach
36.0,IND,NBA,82,22,60,.268,-19.0,6,,,,,,George Irvine,57,1984,Head Coach
37.0,IND,NBA,82,26,56,.317,-15.0,6,,,,,,George Irvine,57,1985,Head Coach
40.0,IND,NBA,20,6,14,.300,-4.0,6,,,,,,George Irvine,57,1988,Head Coach
51.0,DET,NBA,24,14,10,.583,2.0,4,3,0,3,.000,,George Irvine,57,1999,Head Coach
52.0,DET,NBA,82,32,50,.390,-9.0,5,,,,,,George Irvine,57,2000,Head Coach
,LAC,NBA,37,4,33,.108,-14.5,7,,,,,,Jim Todd,58,1999,Head Coach
38.0,ORL,NBA,82.0,41.0,41.0,0.5,0.0,4.0,,,,,,Doc Rivers,59,1999,Head Coach
39.0,ORL,NBA,82.0,43.0,39.0,0.524,2.0,4.0,4.0,1.0,3.0,0.25,,Doc Rivers,59,2000,Head Coach
40.0,ORL,NBA,82.0,44.0,38.0,0.537,3.0,3.0,4.0,1.0,3.0,0.25,,Doc Rivers,59,2001,Head Coach
41.0,ORL,NBA,82.0,42.0,40.0,0.512,1.0,4.0,7.0,3.0,4.0,0.429,,Doc Rivers,59,2002,Head Coach
42.0,ORL,NBA,11.0,1.0,10.0,0.091,-4.5,7.0,,,,,,Doc Rivers,59,2003,Head Coach
43.0,BOS,NBA,82.0,45.0,37.0,0.549,4.0,1.0,7.0,3.0,4.0,0.429,,Doc Rivers,59,2004,Head Coach
44.0,BOS,NBA,82.0,33.0,49.0,0.402,-8.0,3.0,,,,,,Doc Rivers,59,2005,Head Coach
45.0,BOS,NBA,82.0,24.0,58.0,0.293,-17.0,5.0,,,,,,Doc Rivers,59,2006,Head Coach
46.0,BOS,NBA,82.0,66.0,16.0,0.805,25.0,1.0,26.0,16.0,10.0,0.615,NBA Champions,Doc Rivers,59,2007,Head Coach
47.0,BOS,NBA,82.0,62.0,20.0,0.756,21.0,1.0,14.0,7.0,7.0,0.5,,Doc Rivers,59,2008,Head Coach
48.0,BOS,NBA,82.0,50.0,32.0,0.61,9.0,1.0,24.0,15.0,9.0,0.625,EC Champions,Doc Rivers,59,2009,Head Coach
49.0,BOS,NBA,82.0,56.0,26.0,0.683,15.0,1.0,9.0,5.0,4.0,0.556,,Doc Rivers,59,2010,Head Coach
50.0,BOS,NBA,66.0,39.0,27.0,0.591,6.0,1.0,20.0,11.0,9.0,0.55,,Doc Rivers,59,2011,Head Coach
51.0,BOS,NBA,81.0,41.0,40.0,0.506,0.5,3.0,6.0,2.0,4.0,0.333,,Doc Rivers,59,2012,Head Coach
52.0,LAC,NBA,82.0,57.0,25.0,0.695,16.0,1.0,13.0,6.0,7.0,0.462,,Doc Rivers,59,2013,Head Coach
53.0,LAC,NBA,82.0,56.0,26.0,0.683,15.0,2.0,14.0,7.0,7.0,0.5,,Doc Rivers,59,2014,Head Coach
54.0,LAC,NBA,82.0,53.0,29.0,0.646,12.0,2.0,6.0,2.0,4.0,0.333,,Doc Rivers,59,2015,Head Coach
55.0,LAC,NBA,82.0,51.0,31.0,0.622,10.0,2.0,7.0,3.0,4.0,0.429,,Doc Rivers,59,2016,Head Coach
56.0,LAC,NBA,82.0,42.0,40.0,0.512,1.0,2.0,,,,,,Doc Rivers,59,2017,Head Coach
57.0,LAC,NBA,82.0,48.0,34.0,0.585,7.0,2.0,6.0,2.0,4.0,0.333,,Doc Rivers,59,2018,Head Coach
58.0,LAC,NBA,72.0,49.0,23.0,0.681,13.0,2.0,13.0,7.0,6.0,0.538,,Doc Rivers,59,2019,Head Coach
59.0,PHI,NBA,72.0,49.0,23.0,0.681,13.0,1.0,12.0,7.0,5.0,0.583,,Doc Rivers,59,2020,Head Coach
60.0,PHI,NBA,59.0,36.0,23.0,0.61,6.5,1.0,,,,,,Doc Rivers,59,2021,Head Coach
35.0,PHO,NBA,62,40,22,.645,9.0,3,9,4,5,.444,,Scott Skiles,60,1999,Head Coach
36.0,PHO,NBA,82,51,31,.622,10.0,3,4,1,3,.250,,Scott Skiles,60,2000,Head Coach
37.0,PHO,NBA,51,25,26,.490,-0.5,6,,,,,,Scott Skiles,60,2001,Head Coach
39.0,CHI,NBA,66,19,47,.288,-14.0,8,,,,,,Scott Skiles,60,2003,Head Coach
40.0,CHI,NBA,82,47,35,.573,6.0,2,6,2,4,.333,,Scott Skiles,60,2004,Head Coach
41.0,CHI,NBA,82,41,41,.500,0.0,4,6,2,4,.333,,Scott Skiles,60,2005,Head Coach
42.0,CHI,NBA,82,49,33,.598,8.0,3,10,6,4,.600,,Scott Skiles,60,2006,Head Coach
43.0,CHI,NBA,25,9,16,.360,-3.5,4,,,,,,Scott Skiles,60,2007,Head Coach
44.0,MIL,NBA,82,34,48,.415,-7.0,5,,,,,,Scott Skiles,60,2008,Head Coach
45.0,MIL,NBA,82,46,36,.561,5.0,2,7,3,4,.429,,Scott Skiles,60,2009,Head Coach
46.0,MIL,NBA,82,35,47,.427,-6.0,3,,,,,,Scott Skiles,60,2010,Head Coach
47.0,MIL,NBA,66,31,35,.470,-2.0,3,,,,,,Scott Skiles,60,2011,Head Coach
48.0,MIL,NBA,32,16,16,.500,0.0,3,,,,,,Scott Skiles,60,2012,Head Coach
51.0,ORL,NBA,82,35,47,.427,-6.0,5,,,,,,Scott Skiles,60,2015,Head Coach
46.0,VAN,NBA,60,18,42,.300,-12.0,7,,,,,,Lionel Hollins,61,1999,Head Coach
51.0,MEM,NBA,4,0,4,.000,-2.0,4,,,,,,Lionel Hollins,61,2004,Head Coach
55.0,MEM,NBA,39,13,26,.333,-6.5,5,,,,,,Lionel Hollins,61,2008,Head Coach
56.0,MEM,NBA,82,40,42,.488,-1.0,4,,,,,,Lionel Hollins,61,2009,Head Coach
57.0,MEM,NBA,82,46,36,.561,5.0,4,13,7,6,.538,,Lionel Hollins,61,2010,Head Coach
58.0,MEM,NBA,66,41,25,.621,8.0,2,7,3,4,.429,,Lionel Hollins,61,2011,Head Coach
